sku_id,category,name,mrp,DiscountPercent,AvailableQuantity,DiscountedSellingPrice,WeightInGms,OutofStock,quantity
202,Fruits,Mango,187.57,43.22,166,106.5,500,False,3
203,Fruits,Banana,165.17,11.65,188,145.93,1000,False,7
204,Beverages,Pepsi,300.68,35.16,14,194.96,1000,False,5
205,Vegetables,Potato,274.79,2.79,172,267.12,100,False,1
206,Dairy,Cheese,101.76,36.12,53,65.0,100,False,5
207,Snacks,Oreo,441.94,30.15,28,308.7,1000,False,3
208,Dairy,Cheese,263.88,12.5,168,230.89,500,False,7
209,Dairy,Milk,411.63,41.46,117,240.97,100,False,9
210,Beverages,Coke,239.16,27.48,70,173.44,250,False,5
211,Vegetables,Carrot,181.33,44.01,128,101.53,250,False,1
212,Snacks,KurKure,116.59,43.02,58,66.43,100,False,2
213,Vegetables,Carrot,62.67,4.02,132,60.15,250,False,8
214,Fruits,Banana,361.49,22.77,77,279.18,500,False,7
215,Vegetables,Potato,166.66,27.7,140,120.5,500,False,9
216,Vegetables,Carrot,160.39,2.09,138,157.04,100,False,9
217,Dairy,Curd,213.34,5.0,140,202.67,250,False,5
218,Dairy,Cheese,54.33,18.85,92,44.09,1000,False,7
219,Vegetables,Tomato,259.55,35.72,185,166.84,1000,False,9
220,Snacks,Oreo,488.78,1.44,83,481.74,750,False,6
221,Vegetables,Tomato,274.53,7.2,66,254.76,500,False,9
222,Fruits,Apple,176.14,45.33,57,96.3,750,False,8
223,Vegetables,Tomato,413.94,4.88,142,393.74,100,False,7
224,Snacks,Bingo,54.02,23.23,115,41.47,1000,False,8
225,Beverages,Coffee,331.58,30.35,109,230.95,1000,False,9
226,Beverages,Coffee,330.67,35.69,81,212.65,750,False,9
227,Fruits,Mango,161.11,38.37,184,99.29,750,False,8
228,Snacks,Oreo,46.02,12.51,28,40.26,750,False,1
229,Beverages,Juice,319.34,18.96,38,258.79,750,False,9
230,Dairy,Cheese,344.24,5.72,5,324.55,1000,False,9
231,Fruits,Grapes,84.61,4.96,192,80.41,100,False,8
232,Dairy,Butter,263.03,48.37,177,135.8,100,False,4
233,Beverages,Pepsi,172.13,11.37,191,152.56,500,False,7
234,Beverages,Pepsi,151.63,46.99,114,80.38,250,False,1
235,Vegetables,Carrot,315.36,47.59,199,165.28,500,False,9
236,Vegetables,Potato,58.23,14.12,196,50.01,1000,False,6
237,Snacks,Lays,153.89,36.61,115,97.55,100,False,7
238,Snacks,KurKure,394.47,1.69,90,387.8,1000,False,6
239,Snacks,Parle-G,221.2,21.75,103,173.09,250,False,5
240,Dairy,Milk,494.28,40.83,25,292.47,500,False,4
241,Vegetables,Cabbage,205.87,8.43,159,188.52,250,False,1
242,Vegetables,Potato,466.43,13.36,28,404.11,750,False,3
243,Vegetables,Tomato,212.61,29.51,17,149.87,500,False,4
244,Beverages,Coke,275.3,40.73,196,163.17,750,False,3
245,Vegetables,Tomato,422.95,48.11,193,219.47,250,False,1
246,Vegetables,Potato,195.42,8.29,81,179.22,500,False,4
247,Fruits,Banana,312.13,21.07,157,246.36,500,False,3
248,Dairy,Paneer,64.28,9.64,139,58.08,500,False,6
249,Fruits,Grapes,168.93,12.39,126,148.0,500,False,4
250,Dairy,Milk,103.2,6.23,7,96.77,250,False,9
251,Fruits,Banana,479.39,45.92,175,259.25,750,False,7
252,Beverages,Juice,334.22,14.51,93,285.72,500,False,6
253,Vegetables,Potato,84.2,27.27,94,61.24,750,False,6
254,Vegetables,Onion,241.89,40.88,143,143.01,500,False,2
255,Beverages,Coffee,151.02,42.3,153,87.14,250,False,6
256,Fruits,Apple,171.36,19.54,27,137.88,250,False,8
257,Vegetables,Carrot,348.58,2.08,167,341.33,500,False,3
258,Dairy,Cheese,277.36,10.86,139,247.24,250,False,3
259,Dairy,Curd,373.42,16.62,70,311.36,250,False,6
260,Beverages,Coke,290.06,8.54,58,265.29,500,False,7
261,Snacks,Lays,379.43,25.13,151,284.08,750,False,2
262,Snacks,Bingo,396.32,43.57,24,223.64,1000,False,5
263,Fruits,Mango,397.32,20.9,95,314.28,1000,False,7
264,Vegetables,Cabbage,478.02,9.92,42,430.6,500,False,1
265,Snacks,Oreo,416.46,17.51,1,343.54,750,False,8
266,Snacks,Oreo,229.43,47.57,65,120.29,500,False,6
267,Snacks,Oreo,49.34,11.92,25,43.46,500,False,5
268,Fruits,Grapes,88.97,4.71,12,84.78,100,False,2
269,Beverages,Coke,328.02,18.88,95,266.09,250,False,9
270,Dairy,Curd,477.55,29.77,56,335.38,750,False,4
271,Beverages,Coke,316.53,46.68,153,168.77,250,False,4
272,Vegetables,Onion,94.53,23.27,76,72.53,500,False,9
273,Fruits,Grapes,432.65,4.26,123,414.22,750,False,7
274,Snacks,KurKure,145.54,41.93,5,84.52,500,False,9
275,Fruits,Apple,209.44,6.63,121,195.55,500,False,5
276,Beverages,Coffee,232.36,44.04,142,130.03,750,False,8
277,Snacks,Bingo,153.66,8.17,55,141.11,1000,False,1
278,Snacks,Bingo,139.76,29.54,35,98.47,250,False,6
279,Dairy,Paneer,321.74,42.8,1,184.04,100,False,5
280,Fruits,Apple,228.99,13.84,71,197.3,1000,False,4
281,Vegetables,Cabbage,46.43,43.23,44,26.36,1000,False,7
282,Dairy,Paneer,181.01,44.0,99,101.37,1000,False,5
283,Snacks,Oreo,411.07,34.87,89,267.73,250,False,8
284,Fruits,Orange,418.2,1.73,17,410.97,750,False,9
285,Snacks,KurKure,183.71,2.61,162,178.92,500,False,7
286,Vegetables,Onion,130.99,16.24,0,109.72,100,True,5
287,Dairy,Curd,249.88,19.71,88,200.63,100,False,2
288,Dairy,Milk,250.17,48.31,171,129.31,250,False,6
289,Beverages,Tea,486.3,36.44,184,309.09,250,False,3
290,Beverages,Coke,411.15,33.4,37,273.83,250,False,4
291,Snacks,Lays,291.31,14.27,67,249.74,100,False,8
292,Snacks,KurKure,208.49,27.88,180,150.36,750,False,2
293,Dairy,Cheese,174.53,22.0,8,136.13,1000,False,2
294,Fruits,Orange,430.49,22.34,78,334.32,250,False,1
295,Fruits,Banana,106.23,19.35,39,85.67,1000,False,8
296,Fruits,Grapes,54.57,8.3,147,50.04,750,False,5
297,Fruits,Apple,369.38,0.71,124,366.76,1000,False,7
298,Vegetables,Potato,318.74,3.45,11,307.74,1000,False,5
299,Snacks,Oreo,432.23,24.71,132,325.43,750,False,9
300,Snacks,KurKure,132.76,49.18,67,67.47,250,False,7
301,Snacks,Bingo,95.99,20.62,34,76.2,250,False,5
302,Snacks,Oreo,163.74,39.22,153,99.52,1000,False,2
303,Beverages,Coffee,495.9,1.98,7,486.08,100,False,2
304,Vegetables,Carrot,77.85,40.43,33,46.38,1000,False,8
305,Snacks,Oreo,207.52,40.49,124,123.5,750,False,6
306,Dairy,Curd,311.54,15.23,18,264.09,500,False,2
307,Snacks,KurKure,224.34,3.2,101,217.16,1000,False,6
308,Vegetables,Cabbage,355.5,12.19,164,312.16,100,False,4
309,Fruits,Apple,462.51,1.55,166,455.34,1000,False,5
310,Snacks,KurKure,297.98,24.21,90,225.84,250,False,7
311,Dairy,Cheese,87.01,8.47,179,79.64,750,False,7
312,Dairy,Butter,289.69,24.41,155,218.98,1000,False,7
313,Fruits,Banana,152.4,47.96,161,79.31,250,False,7
314,Dairy,Butter,205.6,35.67,78,132.26,750,False,5
315,Dairy,Milk,374.12,46.05,132,201.84,750,False,1
316,Fruits,Apple,16.38,1.2,98,16.18,750,False,3
317,Fruits,Mango,176.02,14.19,129,151.04,500,False,3
318,Fruits,Banana,99.04,7.1,162,92.01,750,False,1
319,Fruits,Orange,492.19,27.72,22,355.75,500,False,3
320,Beverages,Pepsi,195.68,44.09,192,109.4,750,False,4
321,Vegetables,Cabbage,431.38,22.54,163,334.15,1000,False,4
322,Vegetables,Cabbage,39.45,20.31,189,31.44,1000,False,8
323,Fruits,Banana,285.78,8.88,97,260.4,500,False,6
324,Dairy,Milk,90.92,36.32,83,57.9,250,False,3
325,Beverages,Coke,221.25,28.29,55,158.66,100,False,9
326,Beverages,Coffee,460.75,21.72,93,360.68,100,False,9
327,Snacks,Lays,275.82,3.68,191,265.67,1000,False,2
328,Fruits,Orange,265.37,39.56,43,160.39,100,False,2
329,Beverages,Coffee,321.39,27.56,21,232.81,100,False,7
330,Vegetables,Cabbage,376.07,40.55,16,223.57,100,False,9
331,Fruits,Banana,457.74,0.31,139,456.32,750,False,5
332,Fruits,Orange,291.65,20.81,98,230.96,750,False,3
333,Dairy,Paneer,53.44,26.86,141,39.09,1000,False,4
334,Vegetables,Cabbage,351.94,18.17,17,287.99,750,False,9
335,Beverages,Tea,23.26,0.55,167,23.13,1000,False,3
336,Vegetables,Onion,190.91,8.29,187,175.08,250,False,9
337,Beverages,Juice,66.19,38.74,121,40.55,500,False,1
338,Dairy,Paneer,392.75,43.59,106,221.55,500,False,5
339,Beverages,Coke,145.84,42.78,89,83.45,1000,False,9
340,Snacks,Lays,20.0,44.97,41,11.01,750,False,2
341,Fruits,Banana,44.4,5.12,170,42.13,1000,False,2
342,Beverages,Tea,144.53,8.24,98,132.62,250,False,8
343,Beverages,Tea,431.65,7.84,2,397.81,750,False,5
344,Dairy,Curd,389.39,41.98,106,225.92,250,False,5
345,Dairy,Cheese,165.57,14.31,104,141.88,1000,False,2
346,Fruits,Apple,112.41,48.89,137,57.45,750,False,2
347,Vegetables,Cabbage,72.83,7.31,50,67.51,1000,False,6
348,Vegetables,Carrot,393.33,23.4,122,301.29,1000,False,6
349,Vegetables,Cabbage,220.66,9.26,50,200.23,250,False,9
350,Fruits,Grapes,112.35,38.21,36,69.42,250,False,1
351,Snacks,Lays,254.27,23.08,57,195.58,1000,False,2
352,Snacks,Lays,433.72,29.08,142,307.59,250,False,7
353,Beverages,Coke,336.29,1.66,85,330.71,1000,False,9
354,Beverages,Pepsi,87.15,44.11,154,48.71,1000,False,6
355,Beverages,Coke,66.44,20.69,45,52.69,250,False,2
356,Vegetables,Cabbage,83.21,26.51,62,61.15,250,False,6
357,Beverages,Pepsi,45.14,1.73,164,44.36,100,False,5
358,Dairy,Paneer,275.76,4.17,146,264.26,250,False,9
359,Fruits,Orange,255.19,40.17,65,152.68,250,False,7
360,Snacks,KurKure,224.62,4.04,111,215.55,250,False,5
361,Snacks,KurKure,390.39,29.26,17,276.16,750,False,2
362,Fruits,Orange,169.65,5.72,34,159.95,250,False,7
363,Fruits,Banana,303.93,18.65,44,247.25,750,False,2
364,Fruits,Grapes,409.29,12.98,104,356.16,250,False,5
365,Dairy,Paneer,294.29,47.86,189,153.44,750,False,3
366,Beverages,Tea,470.21,22.74,30,363.28,750,False,9
367,Vegetables,Carrot,301.17,46.39,50,161.46,100,False,7
368,Beverages,Coke,231.85,34.14,93,152.7,250,False,2
369,Beverages,Juice,383.16,26.51,179,281.58,1000,False,2
370,Vegetables,Tomato,452.79,32.23,5,306.86,1000,False,7
371,Vegetables,Potato,263.81,13.77,173,227.48,100,False,7
372,Dairy,Milk,177.13,43.08,167,100.82,100,False,9
373,Beverages,Pepsi,292.16,39.64,0,176.35,100,True,4
374,Snacks,Lays,495.04,1.17,42,489.25,750,False,8
375,Beverages,Juice,390.96,8.48,163,357.81,250,False,7
376,Dairy,Butter,103.85,20.46,104,82.6,750,False,6
377,Beverages,Tea,360.46,35.29,164,233.25,750,False,3
378,Fruits,Grapes,167.57,36.46,187,106.47,750,False,7
379,Vegetables,Tomato,125.56,2.12,3,122.9,100,False,3
380,Fruits,Orange,105.87,48.69,70,54.32,1000,False,8
381,Dairy,Cheese,298.13,10.21,158,267.69,1000,False,3
382,Vegetables,Carrot,443.71,46.62,98,236.85,100,False,5
383,Vegetables,Carrot,29.74,42.12,173,17.21,500,False,1
384,Fruits,Banana,60.08,18.52,114,48.95,100,False,2
385,Dairy,Cheese,417.82,28.05,155,300.62,100,False,5
386,Beverages,Coffee,480.32,35.62,108,309.23,750,False,3
387,Vegetables,Onion,435.3,4.5,7,415.71,250,False,4
388,Dairy,Paneer,399.4,1.59,71,393.05,750,False,7
389,Fruits,Apple,141.37,44.28,171,78.77,250,False,8
390,Snacks,Oreo,239.28,30.11,43,167.23,750,False,4
391,Fruits,Orange,119.4,45.68,90,64.86,750,False,4
392,Fruits,Grapes,186.93,49.22,157,94.92,100,False,7
393,Vegetables,Onion,374.86,29.83,175,263.04,500,False,3
394,Beverages,Coke,481.48,35.34,65,311.32,750,False,9
395,Beverages,Coke,195.86,27.51,21,141.98,250,False,8
396,Snacks,Bingo,225.98,48.38,44,116.65,250,False,7
397,Snacks,Lays,222.56,35.98,8,142.48,100,False,5
398,Dairy,Cheese,35.22,6.09,22,33.08,100,False,3
399,Beverages,Juice,408.26,49.13,50,207.68,750,False,9
400,Snacks,Lays,76.87,5.14,55,72.92,250,False,1
401,Snacks,Parle-G,329.15,16.52,147,274.77,500,False,9
402,Snacks,Oreo,26.84,6.66,162,25.05,750,False,5
403,Dairy,Paneer,295.24,26.32,24,217.53,100,False,8
404,Beverages,Tea,322.91,5.81,173,304.15,100,False,2
405,Beverages,Coke,366.93,15.54,180,309.91,250,False,3
406,Vegetables,Carrot,76.62,30.32,18,53.39,750,False,3
407,Vegetables,Onion,200.41,21.99,126,156.34,1000,False,1
408,Snacks,Oreo,384.4,9.46,60,348.04,250,False,8
409,Vegetables,Potato,161.15,13.09,100,140.06,250,False,7
410,Beverages,Juice,299.27,31.89,110,203.83,250,False,1
411,Fruits,Mango,92.72,49.04,118,47.25,500,False,4
412,Snacks,Lays,437.9,26.32,124,322.64,750,False,5
413,Snacks,Bingo,247.63,36.05,111,158.36,100,False,2
414,Vegetables,Tomato,41.31,11.74,133,36.46,100,False,8
415,Snacks,Oreo,235.66,18.14,130,192.91,250,False,6
416,Fruits,Apple,320.03,21.47,130,251.32,1000,False,6
417,Vegetables,Potato,36.32,22.95,10,27.98,750,False,7
418,Beverages,Coke,125.55,14.35,31,107.53,750,False,3
419,Beverages,Juice,343.94,31.67,155,235.01,250,False,1
420,Fruits,Mango,362.77,35.4,63,234.35,1000,False,6
421,Snacks,KurKure,336.96,47.6,57,176.57,500,False,8
422,Dairy,Milk,481.73,6.26,144,451.57,1000,False,7
423,Snacks,Bingo,69.03,27.24,48,50.23,750,False,6
424,Snacks,Lays,338.47,22.41,169,262.62,100,False,1
425,Fruits,Grapes,82.98,30.54,161,57.64,500,False,1
426,Snacks,Oreo,237.23,47.18,157,125.3,100,False,2
427,Snacks,Lays,365.87,40.77,136,216.7,100,False,5
428,Snacks,Lays,157.72,4.22,180,151.06,250,False,5
429,Vegetables,Tomato,465.28,4.25,169,445.51,100,False,6
430,Vegetables,Carrot,203.24,47.97,44,105.75,750,False,3
431,Snacks,Lays,167.28,1.55,21,164.69,250,False,2
432,Fruits,Mango,396.42,22.02,121,309.13,500,False,7
433,Beverages,Coke,106.26,38.89,172,64.94,750,False,2
434,Snacks,Lays,309.69,42.01,120,179.59,1000,False,9
